iter	Precision_SumError	Precision_SumWeight	Recall_SumError	Recall_SumWeight	F1_TP	F1_TP+FP	F1_TP+FN	Accuracy_SumError	Accuracy_SumWeight
569	154	159	154	1136	154	159	1136	10689	11676
570	154	159	154	1136	154	159	1136	10689	11676
571	155	160	155	1136	155	160	1136	10690	11676
572	155	160	155	1136	155	160	1136	10690	11676
573	155	160	155	1136	155	160	1136	10690	11676
574	155	160	155	1136	155	160	1136	10690	11676
575	155	160	155	1136	155	160	1136	10690	11676
576	155	160	155	1136	155	160	1136	10690	11676
577	155	160	155	1136	155	160	1136	10690	11676
578	156	161	156	1136	156	161	1136	10691	11676
579	157	162	157	1136	157	162	1136	10692	11676
580	157	162	157	1136	157	162	1136	10692	11676
581	158	163	158	1136	158	163	1136	10693	11676
582	157	162	157	1136	157	162	1136	10692	11676
583	157	162	157	1136	157	162	1136	10692	11676
584	157	162	157	1136	157	162	1136	10692	11676
585	157	162	157	1136	157	162	1136	10692	11676
586	157	162	157	1136	157	162	1136	10692	11676
587	157	162	157	1136	157	162	1136	10692	11676
588	158	163	158	1136	158	163	1136	10693	11676
589	158	163	158	1136	158	163	1136	10693	11676
590	159	164	159	1136	159	164	1136	10694	11676
591	159	164	159	1136	159	164	1136	10694	11676
592	159	164	159	1136	159	164	1136	10694	11676
593	159	164	159	1136	159	164	1136	10694	11676
594	159	164	159	1136	159	164	1136	10694	11676
595	160	165	160	1136	160	165	1136	10695	11676
596	160	165	160	1136	160	165	1136	10695	11676
597	160	165	160	1136	160	165	1136	10695	11676
598	160	165	160	1136	160	165	1136	10695	11676
599	162	167	162	1136	162	167	1136	10697	11676
600	162	167	162	1136	162	167	1136	10697	11676
601	162	167	162	1136	162	167	1136	10697	11676
602	162	167	162	1136	162	167	1136	10697	11676
603	162	167	162	1136	162	167	1136	10697	11676
604	162	167	162	1136	162	167	1136	10697	11676
605	162	167	162	1136	162	167	1136	10697	11676
606	162	167	162	1136	162	167	1136	10697	11676
607	163	168	163	1136	163	168	1136	10698	11676
608	163	168	163	1136	163	168	1136	10698	11676
609	164	169	164	1136	164	169	1136	10699	11676
610	164	169	164	1136	164	169	1136	10699	11676
611	164	169	164	1136	164	169	1136	10699	11676
612	164	169	164	1136	164	169	1136	10699	11676
613	166	171	166	1136	166	171	1136	10701	11676
614	166	171	166	1136	166	171	1136	10701	11676
615	167	172	167	1136	167	172	1136	10702	11676
616	169	174	169	1136	169	174	1136	10704	11676
617	170	175	170	1136	170	175	1136	10705	11676
618	170	175	170	1136	170	175	1136	10705	11676
619	172	177	172	1136	172	177	1136	10707	11676
620	173	178	173	1136	173	178	1136	10708	11676
621	174	179	174	1136	174	179	1136	10709	11676
622	176	181	176	1136	176	181	1136	10711	11676
623	176	181	176	1136	176	181	1136	10711	11676
624	177	182	177	1136	177	182	1136	10712	11676
625	177	182	177	1136	177	182	1136	10712	11676
626	177	182	177	1136	177	182	1136	10712	11676
627	176	181	176	1136	176	181	1136	10711	11676
628	176	181	176	1136	176	181	1136	10711	11676
629	178	183	178	1136	178	183	1136	10713	11676
630	177	182	177	1136	177	182	1136	10712	11676
631	179	184	179	1136	179	184	1136	10714	11676
632	178	183	178	1136	178	183	1136	10713	11676
633	179	184	179	1136	179	184	1136	10714	11676
634	179	184	179	1136	179	184	1136	10714	11676
635	179	184	179	1136	179	184	1136	10714	11676
636	180	185	180	1136	180	185	1136	10715	11676
637	181	186	181	1136	181	186	1136	10716	11676
638	182	187	182	1136	182	187	1136	10717	11676
639	180	185	180	1136	180	185	1136	10715	11676
640	180	184	180	1136	180	184	1136	10716	11676
641	182	187	182	1136	182	187	1136	10717	11676
642	183	187	183	1136	183	187	1136	10719	11676
643	184	188	184	1136	184	188	1136	10720	11676
644	184	188	184	1136	184	188	1136	10720	11676
645	185	189	185	1136	185	189	1136	10721	11676
646	186	190	186	1136	186	190	1136	10722	11676
647	186	190	186	1136	186	190	1136	10722	11676
648	188	192	188	1136	188	192	1136	10724	11676
649	188	192	188	1136	188	192	1136	10724	11676
650	188	192	188	1136	188	192	1136	10724	11676
651	189	193	189	1136	189	193	1136	10725	11676
652	189	193	189	1136	189	193	1136	10725	11676
653	190	194	190	1136	190	194	1136	10726	11676
654	194	198	194	1136	194	198	1136	10730	11676
655	193	197	193	1136	193	197	1136	10729	11676
656	195	199	195	1136	195	199	1136	10731	11676
657	195	199	195	1136	195	199	1136	10731	11676
658	195	199	195	1136	195	199	1136	10731	11676
659	195	199	195	1136	195	199	1136	10731	11676
660	195	199	195	1136	195	199	1136	10731	11676
661	195	199	195	1136	195	199	1136	10731	11676
662	195	199	195	1136	195	199	1136	10731	11676
663	196	200	196	1136	196	200	1136	10732	11676
664	196	200	196	1136	196	200	1136	10732	11676
665	197	201	197	1136	197	201	1136	10733	11676
666	199	203	199	1136	199	203	1136	10735	11676
667	199	203	199	1136	199	203	1136	10735	11676
668	199	203	199	1136	199	203	1136	10735	11676
669	198	202	198	1136	198	202	1136	10734	11676
670	198	202	198	1136	198	202	1136	10734	11676
671	198	202	198	1136	198	202	1136	10734	11676
672	198	202	198	1136	198	202	1136	10734	11676
673	198	202	198	1136	198	202	1136	10734	11676
674	198	202	198	1136	198	202	1136	10734	11676
675	200	204	200	1136	200	204	1136	10736	11676
676	201	205	201	1136	201	205	1136	10737	11676
677	201	205	201	1136	201	205	1136	10737	11676
678	201	205	201	1136	201	205	1136	10737	11676
679	202	206	202	1136	202	206	1136	10738	11676
680	202	206	202	1136	202	206	1136	10738	11676
681	202	206	202	1136	202	206	1136	10738	11676
682	201	205	201	1136	201	205	1136	10737	11676
683	202	206	202	1136	202	206	1136	10738	11676
684	202	206	202	1136	202	206	1136	10738	11676
685	202	206	202	1136	202	206	1136	10738	11676
686	204	208	204	1136	204	208	1136	10740	11676
687	203	207	203	1136	203	207	1136	10739	11676
688	205	209	205	1136	205	209	1136	10741	11676
689	206	210	206	1136	206	210	1136	10742	11676
690	208	212	208	1136	208	212	1136	10744	11676
691	208	212	208	1136	208	212	1136	10744	11676
692	206	210	206	1136	206	210	1136	10742	11676
693	206	210	206	1136	206	210	1136	10742	11676
694	205	209	205	1136	205	209	1136	10741	11676
695	207	211	207	1136	207	211	1136	10743	11676
696	207	211	207	1136	207	211	1136	10743	11676
697	207	211	207	1136	207	211	1136	10743	11676
698	206	210	206	1136	206	210	1136	10742	11676
699	208	212	208	1136	208	212	1136	10744	11676
700	208	212	208	1136	208	212	1136	10744	11676
701	208	212	208	1136	208	212	1136	10744	11676
702	211	215	211	1136	211	215	1136	10747	11676
703	211	215	211	1136	211	215	1136	10747	11676
704	211	215	211	1136	211	215	1136	10747	11676
705	212	216	212	1136	212	216	1136	10748	11676
706	212	216	212	1136	212	216	1136	10748	11676
707	212	216	212	1136	212	216	1136	10748	11676
708	211	215	211	1136	211	215	1136	10747	11676
709	211	215	211	1136	211	215	1136	10747	11676
710	211	215	211	1136	211	215	1136	10747	11676
711	211	215	211	1136	211	215	1136	10747	11676
712	212	216	212	1136	212	216	1136	10748	11676
713	213	217	213	1136	213	217	1136	10749	11676
714	213	217	213	1136	213	217	1136	10749	11676
715	214	218	214	1136	214	218	1136	10750	11676
716	215	219	215	1136	215	219	1136	10751	11676
717	216	220	216	1136	216	220	1136	10752	11676
718	218	222	218	1136	218	222	1136	10754	11676
719	218	222	218	1136	218	222	1136	10754	11676
720	218	222	218	1136	218	222	1136	10754	11676
721	217	221	217	1136	217	221	1136	10753	11676
722	218	222	218	1136	218	222	1136	10754	11676
723	218	222	218	1136	218	222	1136	10754	11676
724	219	223	219	1136	219	223	1136	10755	11676
725	221	225	221	1136	221	225	1136	10757	11676
726	221	225	221	1136	221	225	1136	10757	11676
727	221	225	221	1136	221	225	1136	10757	11676
728	221	225	221	1136	221	225	1136	10757	11676
729	221	225	221	1136	221	225	1136	10757	11676
730	224	228	224	1136	224	228	1136	10760	11676
731	224	228	224	1136	224	228	1136	10760	11676
732	224	228	224	1136	224	228	1136	10760	11676
733	225	229	225	1136	225	229	1136	10761	11676
734	225	229	225	1136	225	229	1136	10761	11676
735	226	230	226	1136	226	230	1136	10762	11676
736	226	230	226	1136	226	230	1136	10762	11676
737	226	230	226	1136	226	230	1136	10762	11676
738	227	231	227	1136	227	231	1136	10763	11676
739	226	230	226	1136	226	230	1136	10762	11676
740	226	230	226	1136	226	230	1136	10762	11676
741	226	230	226	1136	226	230	1136	10762	11676
742	227	231	227	1136	227	231	1136	10763	11676
743	227	231	227	1136	227	231	1136	10763	11676
744	227	231	227	1136	227	231	1136	10763	11676
745	227	231	227	1136	227	231	1136	10763	11676
746	227	231	227	1136	227	231	1136	10763	11676
747	227	231	227	1136	227	231	1136	10763	11676
748	227	231	227	1136	227	231	1136	10763	11676
749	228	232	228	1136	228	232	1136	10764	11676
750	228	232	228	1136	228	232	1136	10764	11676
751	228	232	228	1136	228	232	1136	10764	11676
752	228	232	228	1136	228	232	1136	10764	11676
753	228	232	228	1136	228	232	1136	10764	11676
754	228	232	228	1136	228	232	1136	10764	11676
755	228	232	228	1136	228	232	1136	10764	11676
756	229	233	229	1136	229	233	1136	10765	11676
757	229	233	229	1136	229	233	1136	10765	11676
758	229	233	229	1136	229	233	1136	10765	11676
759	229	233	229	1136	229	233	1136	10765	11676
760	228	232	228	1136	228	232	1136	10764	11676
761	228	232	228	1136	228	232	1136	10764	11676
762	229	233	229	1136	229	233	1136	10765	11676
763	229	233	229	1136	229	233	1136	10765	11676
764	230	234	230	1136	230	234	1136	10766	11676
765	230	234	230	1136	230	234	1136	10766	11676
766	230	234	230	1136	230	234	1136	10766	11676
767	230	234	230	1136	230	234	1136	10766	11676
768	230	234	230	1136	230	234	1136	10766	11676
769	231	235	231	1136	231	235	1136	10767	11676
770	230	234	230	1136	230	234	1136	10766	11676
771	231	235	231	1136	231	235	1136	10767	11676
772	232	236	232	1136	232	236	1136	10768	11676
773	233	237	233	1136	233	237	1136	10769	11676
774	233	237	233	1136	233	237	1136	10769	11676
775	233	237	233	1136	233	237	1136	10769	11676
776	234	238	234	1136	234	238	1136	10770	11676
777	235	239	235	1136	235	239	1136	10771	11676
778	235	239	235	1136	235	239	1136	10771	11676
779	236	240	236	1136	236	240	1136	10772	11676
780	236	240	236	1136	236	240	1136	10772	11676
781	236	240	236	1136	236	240	1136	10772	11676
782	239	243	239	1136	239	243	1136	10775	11676
783	239	243	239	1136	239	243	1136	10775	11676
784	239	243	239	1136	239	243	1136	10775	11676
785	240	244	240	1136	240	244	1136	10776	11676
786	241	245	241	1136	241	245	1136	10777	11676
787	241	245	241	1136	241	245	1136	10777	11676
788	241	245	241	1136	241	245	1136	10777	11676
789	242	246	242	1136	242	246	1136	10778	11676
790	243	247	243	1136	243	247	1136	10779	11676
791	243	247	243	1136	243	247	1136	10779	11676
792	244	248	244	1136	244	248	1136	10780	11676
793	244	248	244	1136	244	248	1136	10780	11676
794	244	248	244	1136	244	248	1136	10780	11676
795	244	248	244	1136	244	248	1136	10780	11676
796	245	249	245	1136	245	249	1136	10781	11676
797	244	248	244	1136	244	248	1136	10780	11676
798	246	251	246	1136	246	251	1136	10781	11676
799	247	251	247	1136	247	251	1136	10783	11676
800	247	252	247	1136	247	252	1136	10782	11676
801	249	254	249	1136	249	254	1136	10784	11676
802	249	254	249	1136	249	254	1136	10784	11676
803	249	254	249	1136	249	254	1136	10784	11676
804	250	255	250	1136	250	255	1136	10785	11676
805	250	255	250	1136	250	255	1136	10785	11676
806	250	255	250	1136	250	255	1136	10785	11676
807	250	254	250	1136	250	254	1136	10786	11676
808	251	256	251	1136	251	256	1136	10786	11676
809	250	254	250	1136	250	254	1136	10786	11676
810	250	255	250	1136	250	255	1136	10785	11676
811	252	257	252	1136	252	257	1136	10787	11676
812	252	257	252	1136	252	257	1136	10787	11676
813	252	257	252	1136	252	257	1136	10787	11676
814	252	257	252	1136	252	257	1136	10787	11676
815	251	256	251	1136	251	256	1136	10786	11676
816	251	256	251	1136	251	256	1136	10786	11676
817	251	256	251	1136	251	256	1136	10786	11676
818	251	256	251	1136	251	256	1136	10786	11676
819	251	256	251	1136	251	256	1136	10786	11676
820	251	256	251	1136	251	256	1136	10786	11676
821	251	256	251	1136	251	256	1136	10786	11676
822	251	256	251	1136	251	256	1136	10786	11676
823	252	257	252	1136	252	257	1136	10787	11676
824	252	257	252	1136	252	257	1136	10787	11676
825	252	257	252	1136	252	257	1136	10787	11676
826	252	257	252	1136	252	257	1136	10787	11676
827	252	257	252	1136	252	257	1136	10787	11676
828	252	257	252	1136	252	257	1136	10787	11676
829	252	257	252	1136	252	257	1136	10787	11676
830	252	257	252	1136	252	257	1136	10787	11676
831	252	257	252	1136	252	257	1136	10787	11676
832	252	257	252	1136	252	257	1136	10787	11676
833	252	257	252	1136	252	257	1136	10787	11676
834	252	257	252	1136	252	257	1136	10787	11676
835	252	257	252	1136	252	257	1136	10787	11676
836	252	257	252	1136	252	257	1136	10787	11676
837	252	257	252	1136	252	257	1136	10787	11676
838	252	257	252	1136	252	257	1136	10787	11676
839	252	257	252	1136	252	257	1136	10787	11676
840	252	257	252	1136	252	257	1136	10787	11676
841	252	257	252	1136	252	257	1136	10787	11676
842	252	257	252	1136	252	257	1136	10787	11676
843	254	259	254	1136	254	259	1136	10789	11676
844	254	259	254	1136	254	259	1136	10789	11676
845	254	259	254	1136	254	259	1136	10789	11676
846	254	259	254	1136	254	259	1136	10789	11676
847	254	259	254	1136	254	259	1136	10789	11676
848	253	258	253	1136	253	258	1136	10788	11676
849	254	259	254	1136	254	259	1136	10789	11676
850	253	258	253	1136	253	258	1136	10788	11676
851	253	258	253	1136	253	258	1136	10788	11676
852	253	258	253	1136	253	258	1136	10788	11676
853	253	258	253	1136	253	258	1136	10788	11676
854	253	258	253	1136	253	258	1136	10788	11676
855	253	258	253	1136	253	258	1136	10788	11676
856	253	258	253	1136	253	258	1136	10788	11676
857	253	258	253	1136	253	258	1136	10788	11676
858	253	258	253	1136	253	258	1136	10788	11676
859	253	258	253	1136	253	258	1136	10788	11676
860	251	256	251	1136	251	256	1136	10786	11676
861	252	257	252	1136	252	257	1136	10787	11676
862	252	257	252	1136	252	257	1136	10787	11676
863	251	256	251	1136	251	256	1136	10786	11676
864	252	257	252	1136	252	257	1136	10787	11676
865	253	258	253	1136	253	258	1136	10788	11676
866	253	258	253	1136	253	258	1136	10788	11676
867	253	258	253	1136	253	258	1136	10788	11676
868	253	258	253	1136	253	258	1136	10788	11676
869	253	258	253	1136	253	258	1136	10788	11676
870	253	258	253	1136	253	258	1136	10788	11676
871	253	258	253	1136	253	258	1136	10788	11676
872	253	258	253	1136	253	258	1136	10788	11676
873	253	258	253	1136	253	258	1136	10788	11676
874	253	258	253	1136	253	258	1136	10788	11676
875	253	258	253	1136	253	258	1136	10788	11676
876	256	261	256	1136	256	261	1136	10791	11676
877	257	262	257	1136	257	262	1136	10792	11676
878	255	260	255	1136	255	260	1136	10790	11676
879	256	261	256	1136	256	261	1136	10791	11676
880	257	262	257	1136	257	262	1136	10792	11676
881	256	261	256	1136	256	261	1136	10791	11676
882	255	260	255	1136	255	260	1136	10790	11676
883	257	262	257	1136	257	262	1136	10792	11676
884	256	261	256	1136	256	261	1136	10791	11676
885	256	261	256	1136	256	261	1136	10791	11676
886	257	262	257	1136	257	262	1136	10792	11676
887	257	262	257	1136	257	262	1136	10792	11676
888	257	262	257	1136	257	262	1136	10792	11676
889	257	262	257	1136	257	262	1136	10792	11676
890	258	263	258	1136	258	263	1136	10793	11676
891	257	262	257	1136	257	262	1136	10792	11676
892	258	263	258	1136	258	263	1136	10793	11676
893	260	265	260	1136	260	265	1136	10795	11676
894	260	265	260	1136	260	265	1136	10795	11676
895	260	265	260	1136	260	265	1136	10795	11676
896	260	265	260	1136	260	265	1136	10795	11676
897	260	265	260	1136	260	265	1136	10795	11676
898	261	266	261	1136	261	266	1136	10796	11676
899	261	266	261	1136	261	266	1136	10796	11676
900	261	266	261	1136	261	266	1136	10796	11676
901	261	266	261	1136	261	266	1136	10796	11676
902	262	267	262	1136	262	267	1136	10797	11676
903	261	266	261	1136	261	266	1136	10796	11676
904	261	266	261	1136	261	266	1136	10796	11676
905	260	265	260	1136	260	265	1136	10795	11676
906	260	265	260	1136	260	265	1136	10795	11676
907	262	267	262	1136	262	267	1136	10797	11676
908	261	266	261	1136	261	266	1136	10796	11676
909	261	266	261	1136	261	266	1136	10796	11676
910	261	266	261	1136	261	266	1136	10796	11676
911	261	266	261	1136	261	266	1136	10796	11676
912	261	266	261	1136	261	266	1136	10796	11676
913	261	266	261	1136	261	266	1136	10796	11676
914	261	266	261	1136	261	266	1136	10796	11676
915	262	267	262	1136	262	267	1136	10797	11676
916	264	269	264	1136	264	269	1136	10799	11676
917	264	269	264	1136	264	269	1136	10799	11676
918	263	268	263	1136	263	268	1136	10798	11676
919	264	269	264	1136	264	269	1136	10799	11676
920	265	270	265	1136	265	270	1136	10800	11676
921	265	270	265	1136	265	270	1136	10800	11676
922	265	270	265	1136	265	270	1136	10800	11676
923	265	269	265	1136	265	269	1136	10801	11676
924	266	270	266	1136	266	270	1136	10802	11676
925	266	270	266	1136	266	270	1136	10802	11676
926	268	272	268	1136	268	272	1136	10804	11676
927	267	271	267	1136	267	271	1136	10803	11676
928	267	271	267	1136	267	271	1136	10803	11676
929	267	271	267	1136	267	271	1136	10803	11676
930	267	271	267	1136	267	271	1136	10803	11676
931	267	271	267	1136	267	271	1136	10803	11676
932	269	273	269	1136	269	273	1136	10805	11676
933	269	273	269	1136	269	273	1136	10805	11676
934	270	275	270	1136	270	275	1136	10805	11676
935	270	275	270	1136	270	275	1136	10805	11676
936	270	275	270	1136	270	275	1136	10805	11676
937	270	275	270	1136	270	275	1136	10805	11676
938	270	275	270	1136	270	275	1136	10805	11676
939	270	275	270	1136	270	275	1136	10805	11676
940	270	275	270	1136	270	275	1136	10805	11676
941	272	277	272	1136	272	277	1136	10807	11676
942	271	276	271	1136	271	276	1136	10806	11676
943	274	279	274	1136	274	279	1136	10809	11676
944	273	278	273	1136	273	278	1136	10808	11676
945	273	278	273	1136	273	278	1136	10808	11676
946	272	277	272	1136	272	277	1136	10807	11676
947	273	278	273	1136	273	278	1136	10808	11676
948	273	278	273	1136	273	278	1136	10808	11676
949	273	278	273	1136	273	278	1136	10808	11676
950	273	278	273	1136	273	278	1136	10808	11676
951	273	278	273	1136	273	278	1136	10808	11676
952	275	280	275	1136	275	280	1136	10810	11676
953	275	280	275	1136	275	280	1136	10810	11676
954	279	284	279	1136	279	284	1136	10814	11676
955	279	284	279	1136	279	284	1136	10814	11676
956	282	287	282	1136	282	287	1136	10817	11676
957	284	289	284	1136	284	289	1136	10819	11676
958	284	289	284	1136	284	289	1136	10819	11676
959	284	289	284	1136	284	289	1136	10819	11676
960	284	289	284	1136	284	289	1136	10819	11676
961	284	289	284	1136	284	289	1136	10819	11676
962	283	288	283	1136	283	288	1136	10818	11676
963	282	286	282	1136	282	286	1136	10818	11676
964	284	289	284	1136	284	289	1136	10819	11676
965	284	289	284	1136	284	289	1136	10819	11676
966	284	289	284	1136	284	289	1136	10819	11676
967	284	289	284	1136	284	289	1136	10819	11676
968	285	290	285	1136	285	290	1136	10820	11676
969	287	292	287	1136	287	292	1136	10822	11676
970	288	293	288	1136	288	293	1136	10823	11676
971	289	294	289	1136	289	294	1136	10824	11676
972	289	294	289	1136	289	294	1136	10824	11676
973	289	293	289	1136	289	293	1136	10825	11676
974	290	294	290	1136	290	294	1136	10826	11676
975	290	294	290	1136	290	294	1136	10826	11676
976	290	294	290	1136	290	294	1136	10826	11676
977	290	294	290	1136	290	294	1136	10826	11676
978	290	294	290	1136	290	294	1136	10826	11676
979	290	294	290	1136	290	294	1136	10826	11676
980	291	295	291	1136	291	295	1136	10827	11676
981	291	295	291	1136	291	295	1136	10827	11676
982	292	296	292	1136	292	296	1136	10828	11676
983	292	296	292	1136	292	296	1136	10828	11676
984	293	297	293	1136	293	297	1136	10829	11676
985	292	296	292	1136	292	296	1136	10828	11676
986	294	298	294	1136	294	298	1136	10830	11676
987	292	296	292	1136	292	296	1136	10828	11676
988	294	298	294	1136	294	298	1136	10830	11676
989	292	296	292	1136	292	296	1136	10828	11676
990	291	295	291	1136	291	295	1136	10827	11676
991	292	296	292	1136	292	296	1136	10828	11676
992	293	297	293	1136	293	297	1136	10829	11676
993	294	298	294	1136	294	298	1136	10830	11676
994	294	298	294	1136	294	298	1136	10830	11676
995	294	298	294	1136	294	298	1136	10830	11676
996	294	298	294	1136	294	298	1136	10830	11676
997	295	299	295	1136	295	299	1136	10831	11676
998	298	302	298	1136	298	302	1136	10834	11676
999	297	301	297	1136	297	301	1136	10833	11676
