iter	CrossEntropy	Accuracy
124	0.2899041608	0.9027064063
125	0.2897820075	0.9027064063
126	0.2895896832	0.9027064063
127	0.2894178592	0.9027064063
128	0.2891133472	0.9027064063
129	0.2889714115	0.9027064063
130	0.288829363	0.9027064063
131	0.2885993317	0.9027064063
132	0.2884201828	0.9027064063
133	0.2882643774	0.9027064063
134	0.2880880928	0.9027064063
135	0.2879369767	0.9027064063
136	0.2877882059	0.9027064063
137	0.287529246	0.9027064063
138	0.2874122097	0.9027064063
139	0.2872162373	0.9027064063
140	0.2868727048	0.9027064063
141	0.2866856325	0.9027064063
142	0.28644868	0.9027064063
143	0.2862735081	0.9027064063
144	0.2861234812	0.9027064063
145	0.2858975427	0.9027064063
146	0.285767347	0.9027064063
147	0.2855722812	0.9027064063
148	0.2854243905	0.9027064063
149	0.2853219137	0.9027064063
150	0.2852068491	0.9027064063
151	0.2850252591	0.9027064063
152	0.2848283234	0.9027064063
153	0.2847083505	0.9027064063
154	0.2845470563	0.9027064063
155	0.2843972568	0.9027064063
156	0.284269292	0.9027064063
157	0.2841482938	0.9027064063
158	0.283990309	0.9027920521
159	0.2838014054	0.9027920521
160	0.2836920099	0.9027920521
161	0.2835902387	0.9027920521
162	0.2834764555	0.9027920521
163	0.2833686561	0.9029633436
164	0.2831633673	0.9029633436
165	0.2830367345	0.9029633436
166	0.2829257701	0.9029633436
167	0.2827520055	0.9029633436
168	0.2826376079	0.9029633436
169	0.2825151939	0.9029633436
170	0.2823953969	0.9029633436
171	0.2822768077	0.9029633436
172	0.282045304	0.9029633436
173	0.2819166678	0.9029633436
174	0.281706392	0.9030489894
175	0.2815446353	0.9029633436
176	0.2813903818	0.9029633436
177	0.2812087534	0.9030489894
178	0.2810680614	0.9030489894
179	0.2806864597	0.9031346351
180	0.2805175662	0.9031346351
181	0.2804029847	0.9031346351
182	0.2802563895	0.9031346351
183	0.2800064533	0.9031346351
184	0.2798893159	0.9031346351
185	0.2797287076	0.9031346351
186	0.2795905987	0.9031346351
187	0.2794678182	0.9031346351
188	0.2793048866	0.9031346351
189	0.2791950546	0.9031346351
190	0.2790784906	0.9031346351
191	0.2789653688	0.9030489894
192	0.2789292723	0.9030489894
193	0.2788345402	0.9031346351
194	0.2786405024	0.9031346351
195	0.2784204985	0.9031346351
196	0.2783140021	0.9031346351
197	0.2781796561	0.9031346351
198	0.2780585353	0.9031346351
199	0.277927831	0.9031346351
200	0.2778251712	0.9031346351
201	0.2777250299	0.9031346351
202	0.2776351449	0.9031346351
203	0.2774977333	0.9033059267
204	0.2773676353	0.9032202809
205	0.2772590957	0.9032202809
206	0.2771230172	0.9032202809
207	0.276997343	0.9032202809
208	0.276888586	0.9033915725
209	0.2767458807	0.9033915725
210	0.2766523424	0.9033915725
211	0.276569517	0.9033915725
212	0.2763648678	0.9036485098
213	0.2762245348	0.903562864
214	0.2761118627	0.903562864
215	0.2760006848	0.9036485098
216	0.2759013139	0.9036485098
217	0.2757549338	0.9037341555
218	0.2756297619	0.9037341555
219	0.2754923184	0.9038198013
220	0.275351578	0.9038198013
221	0.2752649569	0.9038198013
222	0.2751820726	0.9038198013
223	0.2750776073	0.9038198013
224	0.2749462921	0.9038198013
225	0.2748100498	0.9038198013
226	0.274663298	0.9038198013
227	0.2745781901	0.9038198013
228	0.274486291	0.9037341555
229	0.2744245286	0.9038198013
230	0.2742986607	0.9038198013
231	0.2741000817	0.9038198013
232	0.2739773309	0.9039054471
233	0.2738002945	0.9039054471
234	0.2736853631	0.9039054471
235	0.2733932373	0.9039910928
236	0.2732870084	0.9039910928
237	0.2730977914	0.9039054471
238	0.2729356981	0.9039054471
239	0.272855605	0.9039910928
240	0.2726576729	0.9039910928
241	0.2725177449	0.9039910928
242	0.2724568008	0.9039910928
243	0.272378318	0.9039910928
244	0.2722647251	0.9040767386
245	0.2721265894	0.9040767386
246	0.2719629087	0.9040767386
247	0.2718414865	0.9040767386
248	0.2717671921	0.9040767386
249	0.2716562242	0.9041623844
250	0.2715273235	0.9041623844
251	0.2713232903	0.9041623844
252	0.2711585011	0.9041623844
253	0.2710264386	0.9041623844
254	0.2709238494	0.9041623844
255	0.270737954	0.9043336759
256	0.2706146763	0.9044193217
257	0.2705446122	0.9044193217
258	0.2704140191	0.9044193217
259	0.2702276771	0.9044193217
260	0.2700104857	0.9045049675
261	0.2698878711	0.9045049675
262	0.2698187686	0.9045049675
263	0.2697322188	0.9047619048
264	0.2695721624	0.9048475505
265	0.2694767495	0.9047619048
266	0.2693831088	0.9047619048
267	0.2691713319	0.9049331963
268	0.2690294059	0.9049331963
269	0.2689518071	0.9050188421
270	0.2687902974	0.9050188421
271	0.2686980863	0.9050188421
272	0.2686030198	0.9050188421
273	0.2683640599	0.9050188421
274	0.268218449	0.9050188421
275	0.2681322891	0.9049331963
276	0.2679967433	0.9049331963
277	0.2679201097	0.9049331963
278	0.267740137	0.9049331963
279	0.2674957969	0.9051044878
280	0.2673854693	0.9051044878
281	0.2672432584	0.9051044878
282	0.2671173871	0.9051044878
283	0.2669681941	0.9051044878
284	0.2667672359	0.9051044878
285	0.2666044486	0.9050188421
286	0.2664981427	0.9050188421
287	0.26637592	0.9051901336
288	0.266216032	0.9051044878
289	0.2661148851	0.9051044878
290	0.265915323	0.9052757794
291	0.26578422	0.9052757794
292	0.26572786	0.9052757794
293	0.2655766535	0.9052757794
294	0.2654857424	0.9053614251
295	0.265399102	0.9053614251
296	0.2653153758	0.9053614251
297	0.2652201219	0.9053614251
298	0.2651339788	0.9053614251
299	0.2650725991	0.9053614251
300	0.264881357	0.9056183625
301	0.2647603194	0.9056183625
302	0.264644396	0.9056183625
303	0.2645222196	0.9056183625
304	0.2644039644	0.9056183625
305	0.2642479362	0.9056183625
306	0.2641181964	0.9057040082
307	0.2639838945	0.9059609455
308	0.2638260473	0.9058752998
309	0.2637609957	0.9058752998
310	0.2636361216	0.9059609455
311	0.2635207887	0.9058752998
312	0.2633632246	0.9059609455
313	0.2632737629	0.9058752998
314	0.2632013102	0.9058752998
315	0.2630671926	0.9058752998
316	0.2629070486	0.9058752998
317	0.2627790514	0.9058752998
318	0.2626568885	0.9058752998
319	0.2624692782	0.9058752998
320	0.2623653864	0.9058752998
321	0.2621780411	0.9065604659
322	0.2620439802	0.9066461117
323	0.2619203474	0.9066461117
324	0.2617852299	0.9066461117
325	0.2616589103	0.9067317575
326	0.2615292689	0.9067317575
327	0.2614302754	0.9067317575
328	0.261344712	0.9068174032
329	0.2612439415	0.9068174032
330	0.2611746471	0.9068174032
331	0.2610848819	0.9068174032
332	0.2609968464	0.9068174032
333	0.2608562545	0.9068174032
334	0.2607413153	0.9068174032
335	0.2605412065	0.9069886948
336	0.2604597097	0.9069886948
337	0.2603114987	0.9070743405
338	0.2602583636	0.9071599863
339	0.2601805037	0.9071599863
340	0.2600238621	0.9071599863
341	0.2599117471	0.9071599863
342	0.2597976296	0.9071599863
343	0.2596856465	0.9072456321
344	0.2594722707	0.9072456321
345	0.2593120233	0.9072456321
346	0.259103917	0.9074169236
347	0.2589492337	0.9075025694
348	0.2587373064	0.9075025694
349	0.258598392	0.9076738609
350	0.2584271362	0.9076738609
351	0.2582817787	0.9075882151
352	0.2581235396	0.9076738609
353	0.2579897544	0.9076738609
354	0.2578891888	0.9076738609
355	0.2577188657	0.9075882151
356	0.2575067685	0.9078451524
357	0.2573273198	0.9078451524
358	0.25723156	0.9078451524
359	0.2571339236	0.9079307982
360	0.257039109	0.9079307982
361	0.2569610194	0.9079307982
362	0.2568010269	0.9079307982
363	0.2565907647	0.9079307982
364	0.256425602	0.9079307982
365	0.2562726791	0.9079307982
366	0.2561406415	0.9079307982
367	0.2560296032	0.908016444
368	0.2559549695	0.908016444
369	0.2558184085	0.908016444
370	0.2556781372	0.9081020898
371	0.2555819899	0.9081020898
372	0.255524378	0.9081020898
373	0.2553952785	0.908016444
374	0.2552734886	0.908016444
375	0.2551532169	0.9081020898
376	0.2550258749	0.9082733813
377	0.2548620944	0.9082733813
378	0.2547440916	0.9084446728
379	0.2545757381	0.9084446728
380	0.2544703939	0.9083590271
381	0.254387897	0.9084446728
382	0.2542961096	0.9084446728
383	0.2542286947	0.9084446728
384	0.2540924894	0.9084446728
385	0.2539513211	0.9086159644
386	0.2538085276	0.9086159644
387	0.2536336159	0.9087016101
388	0.2535215457	0.9086159644
389	0.2534249158	0.9087872559
390	0.2533197684	0.9087872559
391	0.2532631238	0.9088729017
392	0.2531829914	0.9088729017
393	0.2530725892	0.9089585474
394	0.2529418455	0.9090441932
395	0.2528359469	0.9090441932
396	0.2526901403	0.9090441932
397	0.2525772758	0.9090441932
398	0.2524341407	0.9090441932
399	0.2522728796	0.9090441932
400	0.2520926026	0.909129839
401	0.2519694653	0.9092154848
402	0.2518781487	0.9093011305
403	0.2517732394	0.9092154848
404	0.2516661362	0.9093011305
405	0.2515360705	0.9093867763
406	0.2514156515	0.9093867763
407	0.2513392558	0.9093867763
408	0.2512701617	0.9093867763
409	0.2511839053	0.9093867763
410	0.2510705675	0.9095580678
411	0.2509465962	0.9097293594
412	0.2508211117	0.9098150051
413	0.2506887905	0.9098150051
414	0.2505854279	0.9098150051
415	0.2504620483	0.9098150051
416	0.2503663575	0.9098150051
417	0.2502433281	0.9098150051
418	0.2501236886	0.9098150051
419	0.2500041999	0.9098150051
420	0.2498733762	0.9099862967
421	0.2497834945	0.9099862967
422	0.2496921937	0.9099862967
423	0.2495876245	0.9099862967
424	0.2495087568	0.9099862967
425	0.2494214957	0.9100719424
426	0.2493496966	0.9100719424
427	0.2492174376	0.9103288798
428	0.2491343872	0.910243234
429	0.2490369151	0.910243234
430	0.2489147095	0.910243234
431	0.2487583844	0.910243234
432	0.2486464714	0.9103288798
433	0.2485166601	0.9103288798
434	0.2484208677	0.9103288798
435	0.2483420964	0.9101575882
436	0.2482035521	0.910243234
437	0.2480811087	0.9103288798
438	0.2479224135	0.9105001713
439	0.2478262934	0.9105001713
440	0.2477593134	0.9105858171
441	0.2476440091	0.9107571086
442	0.2475507207	0.9106714628
443	0.2474416325	0.9107571086
444	0.2473227868	0.9108427544
445	0.2472173997	0.9110140459
446	0.247105058	0.9110140459
447	0.2470035806	0.9110140459
448	0.2468908386	0.9111853374
449	0.2467059146	0.9111853374
450	0.2466149854	0.911356629
451	0.2464961939	0.9114422748
452	0.2464162615	0.9114422748
453	0.246269205	0.9114422748
454	0.2461763348	0.9114422748
455	0.2460744158	0.9114422748
456	0.2459617909	0.9115279205
457	0.2458761883	0.9115279205
458	0.2457691877	0.9116135663
459	0.2456518421	0.9116992121
460	0.2455437387	0.9116992121
461	0.2454920052	0.9116992121
462	0.2453861806	0.9117848578
463	0.2452353404	0.9119561494
464	0.2450947341	0.9121274409
465	0.2449827291	0.9121274409
466	0.2448741092	0.9121274409
467	0.2447763496	0.9121274409
468	0.2446783815	0.9121274409
469	0.2446025241	0.9121274409
470	0.2444370688	0.9121274409
471	0.2443171071	0.9121274409
472	0.2442050572	0.9121274409
473	0.2441009591	0.9120417951
474	0.243998151	0.9122130867
475	0.2439314726	0.9122130867
476	0.2438278014	0.9122987324
477	0.2437018973	0.9122987324
478	0.2436111872	0.9122987324
479	0.2435340453	0.9123843782
480	0.2434415567	0.9123843782
481	0.2433806905	0.9123843782
482	0.24327073	0.9123843782
483	0.243179936	0.9122987324
484	0.2430503145	0.9122987324
485	0.2429438863	0.9122987324
486	0.242829585	0.912470024
487	0.2427241573	0.9123843782
488	0.2426634874	0.912470024
489	0.242607825	0.912470024
490	0.2425378094	0.912470024
491	0.2424272104	0.912470024
492	0.2423464316	0.912470024
493	0.2422398951	0.9125556697
494	0.2421798568	0.9125556697
495	0.2420729571	0.9125556697
496	0.2420027826	0.9125556697
497	0.241859789	0.9128126071
498	0.2417148688	0.9128126071
499	0.2415966096	0.9128126071
500	0.2414307073	0.9131551901
501	0.2413622061	0.9132408359
502	0.241205633	0.9131551901
503	0.2410849576	0.9132408359
504	0.2410126039	0.9131551901
505	0.240919322	0.9131551901
506	0.2407778502	0.9130695444
507	0.2406882605	0.9131551901
508	0.2406144121	0.9131551901
509	0.2405452713	0.9133264817
510	0.2404668414	0.9134121274
511	0.2403381874	0.913583419
512	0.2402183643	0.913583419
513	0.2401060742	0.913583419
514	0.2399638637	0.9136690647
515	0.239833149	0.9136690647
516	0.239719617	0.9138403563
517	0.2396206226	0.9138403563
518	0.2395257929	0.9138403563
519	0.2394617049	0.9137547105
520	0.2393254744	0.9138403563
521	0.2392424201	0.9138403563
522	0.2391116674	0.9139260021
523	0.2390097802	0.9140116478
524	0.2389094966	0.9140972936
525	0.2387521671	0.914696814
526	0.2386460264	0.914696814
527	0.2385157045	0.914696814
528	0.2384004778	0.914696814
529	0.2383404386	0.9147824597
530	0.2382675518	0.914696814
531	0.2381505446	0.9148681055
532	0.2380426397	0.9148681055
533	0.2379515613	0.9148681055
534	0.2378671909	0.9148681055
535	0.2377842007	0.9148681055
536	0.2377167893	0.9148681055
537	0.2376472976	0.9149537513
538	0.2375478328	0.9149537513
539	0.2374676402	0.9149537513
540	0.2373655664	0.9149537513
541	0.2372402818	0.9150393971
542	0.2371807311	0.9150393971
543	0.2371209807	0.9150393971
544	0.2370322896	0.9150393971
545	0.2369224832	0.9151250428
546	0.2368418903	0.9151250428
547	0.236784943	0.9151250428
548	0.2366631004	0.9150393971
549	0.2365312971	0.9150393971
550	0.2364329214	0.9150393971
551	0.236366899	0.9150393971
552	0.2362534905	0.9151250428
553	0.2361555972	0.9151250428
554	0.2360257314	0.9151250428
555	0.2358790594	0.9152963344
556	0.2357993573	0.9152963344
557	0.2357139133	0.9153819801
558	0.2355980704	0.9153819801
559	0.2354827496	0.9153819801
560	0.2353845364	0.9153819801
561	0.2353248248	0.9153819801
562	0.2352421215	0.9153819801
563	0.2351724848	0.9153819801
564	0.2351462123	0.9153819801
565	0.2349939111	0.9153819801
566	0.2349042083	0.9153819801
567	0.234800142	0.9153819801
568	0.2347036048	0.9154676259
569	0.2346163274	0.9154676259
570	0.2345249644	0.9154676259
571	0.2344408627	0.9155532717
572	0.2343352912	0.9155532717
573	0.2342589643	0.9155532717
574	0.2341471779	0.9155532717
575	0.2340436664	0.9155532717
576	0.2339859243	0.9155532717
577	0.2338969737	0.9155532717
578	0.2338047109	0.9156389174
579	0.2337383104	0.9157245632
580	0.2336567019	0.9157245632
581	0.2335831104	0.915810209
582	0.2334757901	0.9157245632
583	0.2333985046	0.9157245632
584	0.2332614168	0.9157245632
585	0.2331571215	0.9157245632
586	0.2330731394	0.9157245632
587	0.2329887034	0.9157245632
588	0.2328949675	0.915810209
589	0.2327971865	0.915810209
590	0.2327096373	0.9158958547
591	0.2326265435	0.9158958547
592	0.2325219086	0.9158958547
593	0.2324529595	0.9158958547
594	0.2323814319	0.9158958547
595	0.2323272552	0.9159815005
596	0.2322728952	0.9159815005
597	0.2322046387	0.9159815005
598	0.2321135469	0.9159815005
599	0.2319944054	0.9161527921
600	0.2319581964	0.9161527921
601	0.2318834576	0.9161527921
602	0.2318320117	0.9161527921
603	0.2317575391	0.9161527921
604	0.2316662775	0.9161527921
605	0.2315737118	0.9161527921
606	0.2314895685	0.9161527921
607	0.2313678904	0.9162384378
608	0.2312826499	0.9162384378
609	0.2311869164	0.9163240836
610	0.231092992	0.9163240836
611	0.2310152069	0.9163240836
612	0.2308935738	0.9163240836
613	0.2308012379	0.9164953751
614	0.2306819277	0.9164953751
615	0.2305891366	0.9165810209
616	0.2304926973	0.9167523124
617	0.2304434253	0.9168379582
618	0.2303536613	0.9168379582
619	0.2302542352	0.9170092497
620	0.2301689843	0.9170948955
621	0.2300825436	0.9171805413
622	0.2299743879	0.9173518328
623	0.2298453164	0.9173518328
624	0.2297229027	0.9174374786
625	0.2296674676	0.9174374786
626	0.2296441526	0.9174374786
627	0.2295763363	0.9173518328
628	0.2294868344	0.9173518328
629	0.2294090023	0.9175231244
630	0.2293588015	0.9174374786
631	0.2292471168	0.9176087701
632	0.229180591	0.9175231244
633	0.2290827181	0.9176087701
634	0.2290011764	0.9176087701
635	0.2288756715	0.9176087701
636	0.2288183017	0.9176944159
637	0.2286849342	0.9177800617
638	0.2285323602	0.9178657074
639	0.2283907413	0.9176944159
640	0.2283175027	0.9177800617
641	0.2282167949	0.9178657074
642	0.2281284686	0.918036999
643	0.2280420144	0.9181226447
644	0.2279308122	0.9181226447
645	0.2278533761	0.9182082905
646	0.2278129585	0.9182939363
647	0.2277101895	0.9182939363
648	0.2276082764	0.9184652278
649	0.2275154956	0.9184652278
650	0.2274130996	0.9184652278
651	0.2273420139	0.9185508736
652	0.2272354784	0.9185508736
653	0.2271202106	0.9186365194
654	0.2270243256	0.9189791024
655	0.2268846483	0.9188934567
656	0.2267748978	0.9190647482
657	0.2266966555	0.9190647482
658	0.2265926961	0.9190647482
659	0.2265394402	0.9190647482
660	0.2264660302	0.9190647482
661	0.2263445662	0.9190647482
662	0.2262680193	0.9190647482
663	0.2261824407	0.919150394
664	0.2261097289	0.919150394
665	0.2260223967	0.9192360397
666	0.2259716235	0.9194073313
667	0.225943019	0.9194073313
668	0.2257904902	0.9194073313
669	0.22569383	0.9193216855
670	0.2256218911	0.9193216855
671	0.225552445	0.9193216855
672	0.2254715042	0.9193216855
673	0.2254157943	0.9193216855
674	0.2253839176	0.9193216855
675	0.2253012902	0.919492977
676	0.225148915	0.9195786228
677	0.2250699126	0.9195786228
678	0.2250096866	0.9195786228
679	0.2248664912	0.9196642686
680	0.2247965367	0.9196642686
681	0.2247411492	0.9196642686
682	0.2246824817	0.9195786228
683	0.2245699744	0.9196642686
684	0.2245163415	0.9196642686
685	0.2244668435	0.9196642686
686	0.2243381764	0.9198355601
687	0.2242659463	0.9197499144
688	0.2241645393	0.9199212059
689	0.2240620055	0.9200068517
690	0.2239530355	0.9201781432
691	0.22385584	0.9201781432
692	0.2238155525	0.9200068517
693	0.2237332955	0.9200068517
694	0.2236607318	0.9199212059
695	0.2235790287	0.9200924974
696	0.2234953418	0.9200924974
697	0.2234193882	0.9200924974
698	0.2233112867	0.9200068517
699	0.2231716838	0.9201781432
700	0.2230979295	0.9201781432
701	0.2230279859	0.9201781432
702	0.2229402136	0.9204350805
703	0.2228697044	0.9204350805
704	0.2228250185	0.9204350805
705	0.222760016	0.9205207263
706	0.2226958748	0.9205207263
707	0.2226224778	0.9205207263
708	0.2225699588	0.9204350805
709	0.2224807655	0.9204350805
710	0.2224083007	0.9204350805
711	0.2223818966	0.9204350805
712	0.2222773554	0.9205207263
713	0.2221773585	0.920606372
714	0.2221404473	0.920606372
715	0.222073729	0.9206920178
716	0.2219875586	0.9207776636
717	0.2218825585	0.9208633094
718	0.2218161528	0.9210346009
719	0.221758795	0.9210346009
720	0.2216742668	0.9210346009
721	0.2215722166	0.9209489551
722	0.2214772892	0.9210346009
723	0.221403088	0.9210346009
724	0.2213533281	0.9211202467
725	0.22129221	0.9212915382
726	0.2212623529	0.9212915382
727	0.2211598154	0.9212915382
728	0.2210598556	0.9212915382
729	0.2210023212	0.9212915382
730	0.2209159222	0.9215484755
731	0.2208022393	0.9215484755
732	0.2206706954	0.9215484755
733	0.2205867381	0.9216341213
734	0.220517381	0.9216341213
735	0.2204279809	0.921719767
736	0.2203741286	0.921719767
737	0.2203094426	0.921719767
738	0.2202555251	0.9218054128
739	0.2201773614	0.921719767
740	0.2201078329	0.921719767
741	0.220012894	0.921719767
742	0.2199290529	0.9218054128
743	0.2198575626	0.9218054128
744	0.2198044494	0.9218054128
745	0.2196979139	0.9218054128
746	0.2195755874	0.9218054128
747	0.2194931415	0.9218054128
748	0.2194524598	0.9218054128
749	0.2194016061	0.9218910586
750	0.2193025081	0.9218910586
751	0.2192045871	0.9218910586
752	0.219130061	0.9218910586
753	0.2190904917	0.9218910586
754	0.2189553885	0.9218910586
755	0.2189032691	0.9218910586
756	0.2188221803	0.9219767044
757	0.2187621585	0.9219767044
758	0.218657798	0.9219767044
759	0.2185940602	0.9219767044
760	0.2184803089	0.9218910586
761	0.218408533	0.9218910586
762	0.2183041023	0.9219767044
763	0.2181917226	0.9219767044
764	0.2180963219	0.9220623501
765	0.2180173193	0.9220623501
766	0.2179318426	0.9220623501
767	0.2178654519	0.9220623501
768	0.2177909523	0.9220623501
769	0.2176954297	0.9221479959
770	0.2175534981	0.9220623501
771	0.2174551998	0.9221479959
772	0.2173660916	0.9222336417
773	0.2173317339	0.9223192874
774	0.2172570182	0.9223192874
775	0.2171969845	0.9223192874
776	0.2171291667	0.9224049332
777	0.2170468143	0.922490579
778	0.216958118	0.922490579
779	0.2168663726	0.9225762247
780	0.2168284859	0.9225762247
781	0.2167979288	0.9225762247
782	0.2167351824	0.922833162
783	0.2166255519	0.922833162
784	0.2165272446	0.922833162
785	0.2164232232	0.9229188078
786	0.2163554474	0.9230044536
787	0.2163179963	0.9230044536
788	0.216251458	0.9230044536
789	0.2162104319	0.9230900993
790	0.2161251743	0.9231757451
791	0.216055696	0.9231757451
792	0.2159998954	0.9232613909
793	0.2159271928	0.9232613909
794	0.2158322206	0.9232613909
795	0.2157672597	0.9232613909
796	0.2156839312	0.9233470367
797	0.2155619211	0.9232613909
798	0.2154489277	0.9233470367
799	0.2153295119	0.9235183282
800	0.2152583864	0.9234326824
801	0.2151861485	0.923603974
802	0.2150887684	0.923603974
803	0.2150363041	0.923603974
804	0.2149569866	0.9236896197
805	0.2149126734	0.9236896197
806	0.2148486873	0.9236896197
807	0.2147976212	0.9237752655
808	0.2147058757	0.9237752655
809	0.214622297	0.9237752655
810	0.2145256914	0.9236896197
811	0.2144414238	0.9238609113
812	0.2143711287	0.9238609113
813	0.2143173657	0.9238609113
814	0.2142902355	0.9238609113
815	0.2141837404	0.9237752655
816	0.2141463367	0.9237752655
817	0.2140290148	0.9237752655
818	0.2139203192	0.9237752655
819	0.213858141	0.9237752655
820	0.2137948044	0.9237752655
821	0.2137464993	0.9237752655
822	0.2136807699	0.9237752655
823	0.2135773289	0.9238609113
824	0.2135079443	0.9238609113
825	0.2134742201	0.9238609113
826	0.2133768448	0.9238609113
827	0.213240769	0.9238609113
828	0.2131784687	0.9238609113
829	0.213092499	0.9238609113
830	0.2130296831	0.9238609113
831	0.2129353276	0.9238609113
832	0.2128608211	0.9238609113
833	0.2128007156	0.9238609113
834	0.2127317238	0.9238609113
835	0.2126470777	0.9238609113
836	0.2125967367	0.9238609113
837	0.2125333711	0.9238609113
838	0.212450759	0.9238609113
839	0.2123734159	0.9238609113
840	0.2123505969	0.9238609113
841	0.2122618335	0.9238609113
842	0.2121756978	0.9238609113
843	0.2120803635	0.9240322028
844	0.2119854	0.9240322028
845	0.2119050304	0.9240322028
846	0.2118467878	0.9240322028
847	0.211793659	0.9240322028
848	0.2117018684	0.923946557
849	0.2116323142	0.9240322028
850	0.2115975413	0.923946557
851	0.2115077248	0.923946557
852	0.2114677628	0.923946557
853	0.2114576648	0.923946557
854	0.2114215649	0.923946557
855	0.2113341609	0.923946557
856	0.2112600467	0.923946557
857	0.211208199	0.923946557
858	0.2111481402	0.923946557
859	0.2110979834	0.923946557
860	0.2110289227	0.9237752655
861	0.2109408587	0.9238609113
862	0.2108534947	0.9238609113
863	0.2107722072	0.9237752655
864	0.2107074579	0.9238609113
865	0.210616385	0.923946557
866	0.2105748313	0.923946557
867	0.2104988498	0.923946557
868	0.2104088247	0.923946557
869	0.2103382676	0.923946557
870	0.2102361112	0.923946557
871	0.2101612846	0.923946557
872	0.2101200312	0.923946557
873	0.2100063932	0.923946557
874	0.2099326373	0.923946557
875	0.2098828684	0.923946557
876	0.2097790581	0.9242034943
877	0.2096928261	0.9242891401
878	0.2096116262	0.9241178486
879	0.2095156272	0.9242034943
880	0.2094534489	0.9242891401
881	0.2094165006	0.9242034943
882	0.2093276367	0.9241178486
